2025-09-29 02:04:18,802 [INFO] Iniciando treinamento do modelo mlp_att10_CM
2025-09-29 02:04:18,802 [INFO] Configuração: att_index=10, epochs=30, layers=[32, 16], lr=0.001, batch_size=32, descriptor_type=CM
2025-09-29 02:04:18,802 [INFO] Diretório para modelos: /mnt/hdd/home/jdurao/ToolBox-ChemXAI/models
2025-09-29 02:04:18,802 [INFO] Carregando dados...
2025-09-29 02:04:18,895 [INFO] Preparando dataloaders sem ruído...
2025-09-29 02:04:19,589 [INFO] Dados carregados em 0.79 segundos
2025-09-29 02:04:19,589 [INFO] Tamanhos dos conjuntos - Treino: 107108, Validação: 13388, Teste: 13389
2025-09-29 02:04:29,924 [INFO] Época 1/30, Batch 2000/3348, Loss: 0.0137
2025-09-29 02:04:30,168 [INFO] Época 1/30, Batch 2050/3348, Loss: 0.0200
2025-09-29 02:04:30,410 [INFO] Época 1/30, Batch 2100/3348, Loss: 0.0082
2025-09-29 02:04:30,652 [INFO] Época 1/30, Batch 2150/3348, Loss: 0.0073
2025-09-29 02:04:30,895 [INFO] Época 1/30, Batch 2200/3348, Loss: 0.0055
2025-09-29 02:04:31,138 [INFO] Época 1/30, Batch 2250/3348, Loss: 0.0103
2025-09-29 02:04:31,380 [INFO] Época 1/30, Batch 2300/3348, Loss: 0.0241
2025-09-29 02:04:31,622 [INFO] Época 1/30, Batch 2350/3348, Loss: 0.0084
2025-09-29 02:04:31,865 [INFO] Época 1/30, Batch 2400/3348, Loss: 0.0140
2025-09-29 02:04:32,110 [INFO] Época 1/30, Batch 2450/3348, Loss: 0.0100
2025-09-29 02:04:32,354 [INFO] Época 1/30, Batch 2500/3348, Loss: 0.0056
2025-09-29 02:04:32,598 [INFO] Época 1/30, Batch 2550/3348, Loss: 0.0057
2025-09-29 02:04:32,851 [INFO] Época 1/30, Batch 2600/3348, Loss: 0.0079
2025-09-29 02:04:33,094 [INFO] Época 1/30, Batch 2650/3348, Loss: 0.0062
2025-09-29 02:04:33,338 [INFO] Época 1/30, Batch 2700/3348, Loss: 0.0095
2025-09-29 02:04:33,585 [INFO] Época 1/30, Batch 2750/3348, Loss: 0.0102
2025-09-29 02:04:33,827 [INFO] Época 1/30, Batch 2800/3348, Loss: 0.0107
2025-09-29 02:04:34,073 [INFO] Época 1/30, Batch 2850/3348, Loss: 0.0110
2025-09-29 02:04:34,317 [INFO] Época 1/30, Batch 2900/3348, Loss: 0.0062
2025-09-29 02:04:34,559 [INFO] Época 1/30, Batch 2950/3348, Loss: 0.0063
2025-09-29 02:04:34,802 [INFO] Época 1/30, Batch 3000/3348, Loss: 0.0113
2025-09-29 02:04:35,045 [INFO] Época 1/30, Batch 3050/3348, Loss: 0.0142
2025-09-29 02:04:35,289 [INFO] Época 1/30, Batch 3100/3348, Loss: 0.0083
2025-09-29 02:04:35,531 [INFO] Época 1/30, Batch 3150/3348, Loss: 0.0045
2025-09-29 02:04:35,775 [INFO] Época 1/30, Batch 3200/3348, Loss: 0.0216
2025-09-29 02:04:36,016 [INFO] Época 1/30, Batch 3250/3348, Loss: 0.0076
2025-09-29 02:04:36,260 [INFO] Época 1/30, Batch 3300/3348, Loss: 0.0106
2025-09-29 02:04:38,032 [INFO] [1/30] Train Loss: 0.0301 | Val Loss: 0.0095 | Tempo: 18.07s
2025-09-29 02:04:38,039 [INFO] Melhor modelo salvo em: /mnt/hdd/home/jdurao/ToolBox-ChemXAI/models/mlp_qm9_CM_att10.pth
2025-09-29 02:04:38,589 [INFO] Época 2/30, Batch 50/3348, Loss: 0.0049
2025-09-29 02:04:38,841 [INFO] Época 2/30, Batch 100/3348, Loss: 0.0038
2025-09-29 02:04:39,091 [INFO] Época 2/30, Batch 150/3348, Loss: 0.0088
2025-09-29 02:04:39,342 [INFO] Época 2/30, Batch 200/3348, Loss: 0.0052
2025-09-29 02:04:39,592 [INFO] Época 2/30, Batch 250/3348, Loss: 0.0075
2025-09-29 02:04:39,840 [INFO] Época 2/30, Batch 300/3348, Loss: 0.0079
2025-09-29 02:04:40,088 [INFO] Época 2/30, Batch 350/3348, Loss: 0.0086
2025-09-29 02:04:40,335 [INFO] Época 2/30, Batch 400/3348, Loss: 0.0107
2025-09-29 02:04:40,584 [INFO] Época 2/30, Batch 450/3348, Loss: 0.0052
2025-09-29 02:04:40,834 [INFO] Época 2/30, Batch 500/3348, Loss: 0.0074
2025-09-29 02:04:41,084 [INFO] Época 2/30, Batch 550/3348, Loss: 0.0055
2025-09-29 02:04:41,332 [INFO] Época 2/30, Batch 600/3348, Loss: 0.0080
2025-09-29 02:04:41,584 [INFO] Época 2/30, Batch 650/3348, Loss: 0.0035
2025-09-29 02:04:41,830 [INFO] Época 2/30, Batch 700/3348, Loss: 0.0046
2025-09-29 02:04:42,072 [INFO] Época 2/30, Batch 750/3348, Loss: 0.0034
2025-09-29 02:04:42,314 [INFO] Época 2/30, Batch 800/3348, Loss: 0.0082
2025-09-29 02:04:42,557 [INFO] Época 2/30, Batch 850/3348, Loss: 0.0075
2025-09-29 02:04:42,803 [INFO] Época 2/30, Batch 900/3348, Loss: 0.0046
2025-09-29 02:04:43,048 [INFO] Época 2/30, Batch 950/3348, Loss: 0.0054
2025-09-29 02:04:43,307 [INFO] Época 2/30, Batch 1000/3348, Loss: 0.0055
2025-09-29 02:04:43,556 [INFO] Época 2/30, Batch 1050/3348, Loss: 0.0048
2025-09-29 02:04:43,805 [INFO] Época 2/30, Batch 1100/3348, Loss: 0.0049
2025-09-29 02:04:44,053 [INFO] Época 2/30, Batch 1150/3348, Loss: 0.0071
2025-09-29 02:04:44,302 [INFO] Época 2/30, Batch 1200/3348, Loss: 0.0106
2025-09-29 02:04:44,551 [INFO] Época 2/30, Batch 1250/3348, Loss: 0.0034
2025-09-29 02:04:44,808 [INFO] Época 2/30, Batch 1300/3348, Loss: 0.0042
2025-09-29 02:04:45,073 [INFO] Época 2/30, Batch 1350/3348, Loss: 0.0056
2025-09-29 02:04:45,335 [INFO] Época 2/30, Batch 1400/3348, Loss: 0.0083
2025-09-29 02:04:45,600 [INFO] Época 2/30, Batch 1450/3348, Loss: 0.0051
2025-09-29 02:04:45,863 [INFO] Época 2/30, Batch 1500/3348, Loss: 0.0049
2025-09-29 02:04:46,125 [INFO] Época 2/30, Batch 1550/3348, Loss: 0.0048
2025-09-29 02:04:46,388 [INFO] Época 2/30, Batch 1600/3348, Loss: 0.0060
2025-09-29 02:04:46,651 [INFO] Época 2/30, Batch 1650/3348, Loss: 0.0042
2025-09-29 02:04:46,913 [INFO] Época 2/30, Batch 1700/3348, Loss: 0.0065
2025-09-29 02:04:47,164 [INFO] Época 2/30, Batch 1750/3348, Loss: 0.0056
2025-09-29 02:04:47,417 [INFO] Época 2/30, Batch 1800/3348, Loss: 0.0036
2025-09-29 02:04:47,665 [INFO] Época 2/30, Batch 1850/3348, Loss: 0.0059
2025-09-29 02:04:47,915 [INFO] Época 2/30, Batch 1900/3348, Loss: 0.0062
2025-09-29 02:04:48,166 [INFO] Época 2/30, Batch 1950/3348, Loss: 0.0054
2025-09-29 02:04:48,422 [INFO] Época 2/30, Batch 2000/3348, Loss: 0.0083
2025-09-29 02:04:48,675 [INFO] Época 2/30, Batch 2050/3348, Loss: 0.0065
2025-09-29 02:04:48,926 [INFO] Época 2/30, Batch 2100/3348, Loss: 0.0088
2025-09-29 02:04:49,177 [INFO] Época 2/30, Batch 2150/3348, Loss: 0.0070
2025-09-29 02:04:49,428 [INFO] Época 2/30, Batch 2200/3348, Loss: 0.0045
2025-09-29 02:04:49,680 [INFO] Época 2/30, Batch 2250/3348, Loss: 0.0055
2025-09-29 02:04:49,930 [INFO] Época 2/30, Batch 2300/3348, Loss: 0.0055
2025-09-29 02:04:50,182 [INFO] Época 2/30, Batch 2350/3348, Loss: 0.0030
2025-09-29 02:04:50,434 [INFO] Época 2/30, Batch 2400/3348, Loss: 0.0036
2025-09-29 02:04:50,683 [INFO] Época 2/30, Batch 2450/3348, Loss: 0.0035
2025-09-29 02:04:50,931 [INFO] Época 2/30, Batch 2500/3348, Loss: 0.0057
2025-09-29 02:04:51,174 [INFO] Época 2/30, Batch 2550/3348, Loss: 0.0088
2025-09-29 02:04:51,423 [INFO] Época 2/30, Batch 2600/3348, Loss: 0.0104
2025-09-29 02:04:51,670 [INFO] Época 2/30, Batch 2650/3348, Loss: 0.0076
2025-09-29 02:04:51,917 [INFO] Época 2/30, Batch 2700/3348, Loss: 0.0049
2025-09-29 02:04:52,163 [INFO] Época 2/30, Batch 2750/3348, Loss: 0.0048
2025-09-29 02:04:52,413 [INFO] Época 2/30, Batch 2800/3348, Loss: 0.0082
2025-09-29 02:04:52,662 [INFO] Época 2/30, Batch 2850/3348, Loss: 0.0096
2025-09-29 02:04:52,909 [INFO] Época 2/30, Batch 2900/3348, Loss: 0.0045
2025-09-29 02:04:53,156 [INFO] Época 2/30, Batch 2950/3348, Loss: 0.0070
2025-09-29 02:04:53,401 [INFO] Época 2/30, Batch 3000/3348, Loss: 0.0050
2025-09-29 02:04:53,658 [INFO] Época 2/30, Batch 3050/3348, Loss: 0.0061
2025-09-29 02:04:53,907 [INFO] Época 2/30, Batch 3100/3348, Loss: 0.0033
2025-09-29 02:04:54,153 [INFO] Época 2/30, Batch 3150/3348, Loss: 0.0073
2025-09-29 02:04:54,402 [INFO] Época 2/30, Batch 3200/3348, Loss: 0.0084
2025-09-29 02:04:54,645 [INFO] Época 2/30, Batch 3250/3348, Loss: 0.0043
2025-09-29 02:04:54,891 [INFO] Época 2/30, Batch 3300/3348, Loss: 0.0045
2025-09-29 02:04:56,668 [INFO] [2/30] Train Loss: 0.0064 | Val Loss: 0.0084 | Tempo: 18.63s
2025-09-29 02:04:56,671 [INFO] Melhor modelo salvo em: /mnt/hdd/home/jdurao/ToolBox-ChemXAI/models/mlp_qm9_CM_att10.pth
2025-09-29 02:04:57,249 [INFO] Época 3/30, Batch 50/3348, Loss: 0.0104
2025-09-29 02:04:57,508 [INFO] Época 3/30, Batch 100/3348, Loss: 0.0056
2025-09-29 02:04:57,762 [INFO] Época 3/30, Batch 150/3348, Loss: 0.0042
2025-09-29 02:04:58,019 [INFO] Época 3/30, Batch 200/3348, Loss: 0.0044
2025-09-29 02:04:58,271 [INFO] Época 3/30, Batch 250/3348, Loss: 0.0102
2025-09-29 02:04:58,525 [INFO] Época 3/30, Batch 300/3348, Loss: 0.0041
2025-09-29 02:04:58,790 [INFO] Época 3/30, Batch 350/3348, Loss: 0.0063
2025-09-29 02:04:59,041 [INFO] Época 3/30, Batch 400/3348, Loss: 0.0040
2025-09-29 02:04:59,292 [INFO] Época 3/30, Batch 450/3348, Loss: 0.0061
2025-09-29 02:04:59,544 [INFO] Época 3/30, Batch 500/3348, Loss: 0.0026
2025-09-29 02:04:59,793 [INFO] Época 3/30, Batch 550/3348, Loss: 0.0058
2025-09-29 02:05:00,044 [INFO] Época 3/30, Batch 600/3348, Loss: 0.0047
2025-09-29 02:05:00,295 [INFO] Época 3/30, Batch 650/3348, Loss: 0.0055
2025-09-29 02:05:00,540 [INFO] Época 3/30, Batch 700/3348, Loss: 0.0042
2025-09-29 02:05:00,788 [INFO] Época 3/30, Batch 750/3348, Loss: 0.0048
2025-09-29 02:05:01,046 [INFO] Época 3/30, Batch 800/3348, Loss: 0.0089
2025-09-29 02:05:01,301 [INFO] Época 3/30, Batch 850/3348, Loss: 0.0058
2025-09-29 02:05:01,548 [INFO] Época 3/30, Batch 900/3348, Loss: 0.0068
2025-09-29 02:05:01,795 [INFO] Época 3/30, Batch 950/3348, Loss: 0.0066
2025-09-29 02:05:02,045 [INFO] Época 3/30, Batch 1000/3348, Loss: 0.0050
2025-09-29 02:05:02,293 [INFO] Época 3/30, Batch 1050/3348, Loss: 0.0064
2025-09-29 02:05:02,541 [INFO] Época 3/30, Batch 1100/3348, Loss: 0.0037
2025-09-29 02:05:02,787 [INFO] Época 3/30, Batch 1150/3348, Loss: 0.0038
2025-09-29 02:05:03,034 [INFO] Época 3/30, Batch 1200/3348, Loss: 0.0032
2025-09-29 02:05:03,281 [INFO] Época 3/30, Batch 1250/3348, Loss: 0.0037
2025-09-29 02:05:03,527 [INFO] Época 3/30, Batch 1300/3348, Loss: 0.0061
2025-09-29 02:05:03,779 [INFO] Época 3/30, Batch 1350/3348, Loss: 0.0037
2025-09-29 02:05:04,025 [INFO] Época 3/30, Batch 1400/3348, Loss: 0.0040
2025-09-29 02:05:04,273 [INFO] Época 3/30, Batch 1450/3348, Loss: 0.0085
2025-09-29 02:05:04,524 [INFO] Época 3/30, Batch 1500/3348, Loss: 0.0042
2025-09-29 02:05:04,771 [INFO] Época 3/30, Batch 1550/3348, Loss: 0.0046
2025-09-29 02:05:05,019 [INFO] Época 3/30, Batch 1600/3348, Loss: 0.0033
2025-09-29 02:05:05,271 [INFO] Época 3/30, Batch 1650/3348, Loss: 0.0059
2025-09-29 02:05:05,524 [INFO] Época 3/30, Batch 1700/3348, Loss: 0.0073
2025-09-29 02:05:05,774 [INFO] Época 3/30, Batch 1750/3348, Loss: 0.0086
2025-09-29 02:05:06,024 [INFO] Época 3/30, Batch 1800/3348, Loss: 0.0043
2025-09-29 02:05:06,278 [INFO] Época 3/30, Batch 1850/3348, Loss: 0.0035
2025-09-29 02:05:06,530 [INFO] Época 3/30, Batch 1900/3348, Loss: 0.0068
2025-09-29 02:05:06,785 [INFO] Época 3/30, Batch 1950/3348, Loss: 0.0036
2025-09-29 02:05:07,038 [INFO] Época 3/30, Batch 2000/3348, Loss: 0.0081
2025-09-29 02:05:07,290 [INFO] Época 3/30, Batch 2050/3348, Loss: 0.0066
2025-09-29 02:05:07,544 [INFO] Época 3/30, Batch 2100/3348, Loss: 0.0109
2025-09-29 02:05:07,793 [INFO] Época 3/30, Batch 2150/3348, Loss: 0.0035
2025-09-29 02:05:08,039 [INFO] Época 3/30, Batch 2200/3348, Loss: 0.0069
2025-09-29 02:05:08,285 [INFO] Época 3/30, Batch 2250/3348, Loss: 0.0050
2025-09-29 02:05:08,529 [INFO] Época 3/30, Batch 2300/3348, Loss: 0.0042
2025-09-29 02:05:08,787 [INFO] Época 3/30, Batch 2350/3348, Loss: 0.0052
2025-09-29 02:05:09,035 [INFO] Época 3/30, Batch 2400/3348, Loss: 0.0034
2025-09-29 02:05:09,282 [INFO] Época 3/30, Batch 2450/3348, Loss: 0.0035
2025-09-29 02:05:09,527 [INFO] Época 3/30, Batch 2500/3348, Loss: 0.0072
2025-09-29 02:05:09,773 [INFO] Época 3/30, Batch 2550/3348, Loss: 0.0078
2025-09-29 02:05:10,019 [INFO] Época 3/30, Batch 2600/3348, Loss: 0.0047
2025-09-29 02:05:10,267 [INFO] Época 3/30, Batch 2650/3348, Loss: 0.0055
2025-09-29 02:05:10,511 [INFO] Época 3/30, Batch 2700/3348, Loss: 0.0054
2025-09-29 02:05:10,759 [INFO] Época 3/30, Batch 2750/3348, Loss: 0.0044
2025-09-29 02:05:11,010 [INFO] Época 3/30, Batch 2800/3348, Loss: 0.0074
2025-09-29 02:05:11,264 [INFO] Época 3/30, Batch 2850/3348, Loss: 0.0028
2025-09-29 02:05:11,517 [INFO] Época 3/30, Batch 2900/3348, Loss: 0.0033
2025-09-29 02:05:11,768 [INFO] Época 3/30, Batch 2950/3348, Loss: 0.0066
2025-09-29 02:05:12,026 [INFO] Época 3/30, Batch 3000/3348, Loss: 0.0034
2025-09-29 02:05:12,282 [INFO] Época 3/30, Batch 3050/3348, Loss: 0.0045
2025-09-29 02:05:12,538 [INFO] Época 3/30, Batch 3100/3348, Loss: 0.0081
2025-09-29 02:05:12,792 [INFO] Época 3/30, Batch 3150/3348, Loss: 0.0040
2025-09-29 02:05:13,049 [INFO] Época 3/30, Batch 3200/3348, Loss: 0.0069
2025-09-29 02:05:13,303 [INFO] Época 3/30, Batch 3250/3348, Loss: 0.0072
2025-09-29 02:05:13,559 [INFO] Época 3/30, Batch 3300/3348, Loss: 0.0037
2025-09-29 02:05:15,418 [INFO] [3/30] Train Loss: 0.0054 | Val Loss: 0.0117 | Tempo: 18.75s
2025-09-29 02:05:15,977 [INFO] Época 4/30, Batch 50/3348, Loss: 0.0035
2025-09-29 02:05:16,239 [INFO] Época 4/30, Batch 100/3348, Loss: 0.0025
2025-09-29 02:05:16,496 [INFO] Época 4/30, Batch 150/3348, Loss: 0.0064
2025-09-29 02:05:16,754 [INFO] Época 4/30, Batch 200/3348, Loss: 0.0029
2025-09-29 02:05:17,012 [INFO] Época 4/30, Batch 250/3348, Loss: 0.0039
2025-09-29 02:05:17,269 [INFO] Época 4/30, Batch 300/3348, Loss: 0.0040
2025-09-29 02:05:17,528 [INFO] Época 4/30, Batch 350/3348, Loss: 0.0092
2025-09-29 02:05:17,782 [INFO] Época 4/30, Batch 400/3348, Loss: 0.0083
2025-09-29 02:05:18,035 [INFO] Época 4/30, Batch 450/3348, Loss: 0.0037
2025-09-29 02:05:18,289 [INFO] Época 4/30, Batch 500/3348, Loss: 0.0041
2025-09-29 02:05:18,544 [INFO] Época 4/30, Batch 550/3348, Loss: 0.0052
2025-09-29 02:05:18,796 [INFO] Época 4/30, Batch 600/3348, Loss: 0.0061
2025-09-29 02:05:19,052 [INFO] Época 4/30, Batch 650/3348, Loss: 0.0073
2025-09-29 02:05:19,305 [INFO] Época 4/30, Batch 700/3348, Loss: 0.0040
2025-09-29 02:05:19,558 [INFO] Época 4/30, Batch 750/3348, Loss: 0.0055
2025-09-29 02:05:19,813 [INFO] Época 4/30, Batch 800/3348, Loss: 0.0036
2025-09-29 02:05:20,073 [INFO] Época 4/30, Batch 850/3348, Loss: 0.0040
2025-09-29 02:05:20,337 [INFO] Época 4/30, Batch 900/3348, Loss: 0.0031
2025-09-29 02:05:20,601 [INFO] Época 4/30, Batch 950/3348, Loss: 0.0046
2025-09-29 02:05:20,864 [INFO] Época 4/30, Batch 1000/3348, Loss: 0.0026
2025-09-29 02:05:21,127 [INFO] Época 4/30, Batch 1050/3348, Loss: 0.0030
2025-09-29 02:05:21,389 [INFO] Época 4/30, Batch 1100/3348, Loss: 0.0049
2025-09-29 02:05:21,655 [INFO] Época 4/30, Batch 1150/3348, Loss: 0.0042
2025-09-29 02:05:21,916 [INFO] Época 4/30, Batch 1200/3348, Loss: 0.0048
2025-09-29 02:05:22,178 [INFO] Época 4/30, Batch 1250/3348, Loss: 0.0049
2025-09-29 02:05:22,436 [INFO] Época 4/30, Batch 1300/3348, Loss: 0.0039
2025-09-29 02:05:22,697 [INFO] Época 4/30, Batch 1350/3348, Loss: 0.0045
2025-09-29 02:05:22,958 [INFO] Época 4/30, Batch 1400/3348, Loss: 0.0059
2025-09-29 02:05:23,220 [INFO] Época 4/30, Batch 1450/3348, Loss: 0.0030
2025-09-29 02:05:23,481 [INFO] Época 4/30, Batch 1500/3348, Loss: 0.0029
2025-09-29 02:05:23,731 [INFO] Época 4/30, Batch 1550/3348, Loss: 0.0053
2025-09-29 02:05:23,979 [INFO] Época 4/30, Batch 1600/3348, Loss: 0.0034
2025-09-29 02:05:24,236 [INFO] Época 4/30, Batch 1650/3348, Loss: 0.0040
2025-09-29 02:05:24,496 [INFO] Época 4/30, Batch 1700/3348, Loss: 0.0045
2025-09-29 02:05:24,756 [INFO] Época 4/30, Batch 1750/3348, Loss: 0.0028
2025-09-29 02:05:25,013 [INFO] Época 4/30, Batch 1800/3348, Loss: 0.0047
2025-09-29 02:05:25,272 [INFO] Época 4/30, Batch 1850/3348, Loss: 0.0044
2025-09-29 02:05:25,533 [INFO] Época 4/30, Batch 1900/3348, Loss: 0.0035
2025-09-29 02:05:25,795 [INFO] Época 4/30, Batch 1950/3348, Loss: 0.0036
2025-09-29 02:05:26,054 [INFO] Época 4/30, Batch 2000/3348, Loss: 0.0036
2025-09-29 02:05:26,313 [INFO] Época 4/30, Batch 2050/3348, Loss: 0.0039
2025-09-29 02:05:26,566 [INFO] Época 4/30, Batch 2100/3348, Loss: 0.0046
2025-09-29 02:05:26,826 [INFO] Época 4/30, Batch 2150/3348, Loss: 0.0028
2025-09-29 02:05:27,073 [INFO] Época 4/30, Batch 2200/3348, Loss: 0.0039
2025-09-29 02:05:27,321 [INFO] Época 4/30, Batch 2250/3348, Loss: 0.0027
2025-09-29 02:05:27,569 [INFO] Época 4/30, Batch 2300/3348, Loss: 0.0031
2025-09-29 02:05:27,815 [INFO] Época 4/30, Batch 2350/3348, Loss: 0.0061
2025-09-29 02:05:28,063 [INFO] Época 4/30, Batch 2400/3348, Loss: 0.0042
2025-09-29 02:05:28,309 [INFO] Época 4/30, Batch 2450/3348, Loss: 0.0062
2025-09-29 02:05:28,558 [INFO] Época 4/30, Batch 2500/3348, Loss: 0.0033
2025-09-29 02:05:28,808 [INFO] Época 4/30, Batch 2550/3348, Loss: 0.0038
2025-09-29 02:05:29,056 [INFO] Época 4/30, Batch 2600/3348, Loss: 0.0079
2025-09-29 02:05:29,315 [INFO] Época 4/30, Batch 2650/3348, Loss: 0.0021
2025-09-29 02:05:29,571 [INFO] Época 4/30, Batch 2700/3348, Loss: 0.0033
2025-09-29 02:05:29,821 [INFO] Época 4/30, Batch 2750/3348, Loss: 0.0053
2025-09-29 02:05:30,068 [INFO] Época 4/30, Batch 2800/3348, Loss: 0.0041
2025-09-29 02:05:30,318 [INFO] Época 4/30, Batch 2850/3348, Loss: 0.0037
2025-09-29 02:05:30,569 [INFO] Época 4/30, Batch 2900/3348, Loss: 0.0022
2025-09-29 02:05:30,820 [INFO] Época 4/30, Batch 2950/3348, Loss: 0.0045
2025-09-29 02:05:31,070 [INFO] Época 4/30, Batch 3000/3348, Loss: 0.0030
2025-09-29 02:05:31,320 [INFO] Época 4/30, Batch 3050/3348, Loss: 0.0076
2025-09-29 02:05:31,569 [INFO] Época 4/30, Batch 3100/3348, Loss: 0.0037
2025-09-29 02:05:31,815 [INFO] Época 4/30, Batch 3150/3348, Loss: 0.0057
2025-09-29 02:05:32,062 [INFO] Época 4/30, Batch 3200/3348, Loss: 0.0029
2025-09-29 02:05:32,307 [INFO] Época 4/30, Batch 3250/3348, Loss: 0.0056
2025-09-29 02:05:32,552 [INFO] Época 4/30, Batch 3300/3348, Loss: 0.0025
2025-09-29 02:05:34,259 [INFO] [4/30] Train Loss: 0.0048 | Val Loss: 0.0108 | Tempo: 18.84s
2025-09-29 02:05:34,810 [INFO] Época 5/30, Batch 50/3348, Loss: 0.0033
2025-09-29 02:05:35,060 [INFO] Época 5/30, Batch 100/3348, Loss: 0.0062
2025-09-29 02:05:35,303 [INFO] Época 5/30, Batch 150/3348, Loss: 0.0036
2025-09-29 02:05:35,548 [INFO] Época 5/30, Batch 200/3348, Loss: 0.0051
2025-09-29 02:05:35,791 [INFO] Época 5/30, Batch 250/3348, Loss: 0.0060
2025-09-29 02:05:36,033 [INFO] Época 5/30, Batch 300/3348, Loss: 0.0040
2025-09-29 02:05:36,280 [INFO] Época 5/30, Batch 350/3348, Loss: 0.0036
2025-09-29 02:05:36,526 [INFO] Época 5/30, Batch 400/3348, Loss: 0.0043
